question,passage,label
Is coffee commonly consumed in Italy?,"Espresso, a strong black coffee made by forcing steam through finely-ground coffee beans, is a popular choice in Italy. Many Italians enjoy their coffee in the form of an espresso shot or a macchiato, and it plays a significant role in their daily routines.",1
Is chocolate ice cream a popular choice among dessert lovers?,Chocolate ice cream is a classic flavor that many dessert lovers enjoy for its rich and indulgent taste.,1
Is the sun the largest star in our solar system?,"The sun is a star at the center of our solar system, but it is not the largest star. It is classified as a G-type main-sequence star and is larger than most other stars in the solar system, including the planets orbiting around it.",1
Is coffee typically consumed in the morning?,Many people enjoy a cup of coffee to start their day off right and give them a little caffeine boost.,1
Is Mozart considered one of the greatest classical composers of all time?,Mozart's musical compositions are highly revered and considered among the greatest in classical music history.,1
Is coffee the most popular beverage in the world?,"Coffee is enjoyed by millions of people around the world, making it one of the most consumed beverages globally.",1
Is the Eiffel Tower made entirely out of glass?,"The Eiffel Tower in Paris, France, is actually made of iron, not glass. It was designed by Gustave Eiffel and his construction company for the 1889 World's Fair held in Paris.",1
Is it true that penguins can hold their breath underwater for up to 20 minutes?,"Penguins are excellent swimmers and can hold their breath underwater for extended periods of time, with some species able to hold their breath for up to 20 minutes while hunting for food.",1
Is Italian gelato made with milk or cream?,"Italian gelato is traditionally made with whole milk rather than cream, which gives it a lower fat content compared to ice cream. This results in a denser and more flavorful frozen dessert.",1
Is it true that pandas have a unique way of gripping bamboo when eating?,"Giant pandas have a special bone called the 'pseudo thumb' which helps them grip bamboo while eating, making it easier for them to strip the leaves off. This adaptation is unique to pandas and helps them thrive on their bamboo diet.",1
Are penguins able to fly?,Penguins are flightless birds that have adapted to swim underwater instead of flying in the air.,1
Is the Great Wall of China visible from space?,"The Great Wall of China is not easily visible from space with the naked eye, contrary to popular belief. While it is a remarkable feat of ancient engineering, its width is not sufficient to stand out against the background of the surrounding environment when viewed from space.",1
Is chocolate ice cream preferred over vanilla ice cream?,"Chocolate and vanilla are both popular ice cream flavors, each with its own unique appeal. While some people may prefer chocolate for its rich and decadent taste, others may lean towards the simplicity and versatility of vanilla. Ultimately, the choice between chocolate and vanilla ice cream often comes down to personal preference.",1
Is chocolate ice cream a popular flavor choice during the summer?,Chocolate ice cream is often enjoyed during the summer months due to its rich and decadent taste that can help cool down on hot days.,1
Is chocolate ice cream a popular choice during summer?,Chocolate ice cream is one of the classic flavors enjoyed by many during the hot summer months.,1
Is chocolate ice cream considered a classic flavor?,Chocolate ice cream is a popular and timeless flavor enjoyed by many ice cream lovers around the world.,1
"Is the Eiffel Tower in Paris, France?","Eiffel Tower -- The Eiffel Tower is a wrought-iron lattice tower on the Champ de Mars in Paris, France. It is named after the engineer Gustave Eiffel, whose company designed and built the tower.",1
Is coffee the most consumed beverage in the world?,Coffee is a popular beverage enjoyed by millions of people around the world due to its caffeine content and rich flavor.,1
Is the Great Wall of China visible from space?,"The myth that the Great Wall of China is the only man-made structure visible from space is not true. While the Wall is impressive, it is difficult to see with the naked eye from space. Astronauts have mentioned that other human-made structures like highways and airports are more easily visible from space than the Great Wall of China.",1
Is it true that penguins mate for life?,"Penguins are known for forming long-term bonds with their mates, typically sticking together for a breeding season or even multiple seasons. This behavior often gives the impression that penguins mate for life, although not all penguin species exhibit this behavior. Some species may find a new mate each breeding season.",1
Is the moon made of cheese?,"In the popular children's story, 'The Hungry Moon', the moon is depicted as being made of cheese, but in reality, the moon is actually composed of rock and dust with no cheese in sight.",1
Does the Great Wall of China have a nickname?,"The Great Wall of China is often referred to as the 'Long Wall of Ten Thousand Li' in Chinese, where 'Li' is a traditional unit of distance equivalent to about 500 meters. So, yes, it does have a nickname!",1
